Rank,NOC,Gold,Silver,Bronze,Total,Year,Total Score,Is Host,Yearly Total Score,Score_Rate,lag1_coeff,lag2_coeff,lag3_coeff
47,Romania,1,1,2,4,2016,7,0,1891,0.0037017451084082,0.1381380069280918,-0.032482878,-0.008737718
48,Bahrain,1,1,0,2,2016,5,0,1891,0.002644103648863,0.0,0.0,0.0
48,Vietnam,1,1,0,2,2016,5,0,1891,0.002644103648863,0.0,0.0,0.0
50,Chinese Taipei,1,0,2,3,2016,5,0,1891,0.002644103648863,0.0799537392253963,-0.067888814,0.1200063996829422
51,Bahamas,1,0,1,2,2016,4,0,1891,0.0021152829190904,0.0588599123419141,-0.010917959,0.0616733057440297
51,Independent Olympic Athletes,1,0,1,2,2016,4,0,1891,0.0021152829190904,0.0,0.0,0.0
51,Ivory Coast,1,0,1,2,2016,4,0,1891,0.0021152829190904,0.0,0.0,0.0
54,Fiji,1,0,0,1,2016,3,0,1891,0.0015864621893178,0.0,0.0,0.0
54,Jordan,1,0,0,1,2016,3,0,1891,0.0015864621893178,0.0,0.0,0.0
54,Kosovo,1,0,0,1,2016,3,0,1891,0.0015864621893178,0.0,0.0,0.0
54,Puerto Rico,1,0,0,1,2016,3,0,1891,0.0015864621893178,0.0333449017498307,0.0077939908203272,0.0451754467957053
54,Singapore,1,0,0,1,2016,3,0,1891,0.0015864621893178,-0.029312439,0.0052517274344294,0.0842469383657985
54,Tajikistan,1,0,0,1,2016,3,0,1891,0.0015864621893178,0.0,0.0,0.0
60,Malaysia,0,4,1,5,2016,9,0,1891,0.0047593865679534,-0.013200238,-0.073822421,0.3160609266471389
61,Mexico,0,3,2,5,2016,8,0,1891,0.0042305658381808,-0.036453767,-0.033701709,-0.026782985
62,Venezuela,0,2,1,3,2016,5,0,1891,0.002644103648863,0.0982120652382588,-0.009936818,0.018882609597689
63,Algeria,0,2,0,2,2016,4,0,1891,0.0021152829190904,0.105674162807873,-0.062907429,0.0465656448550214
63,Ireland,0,2,0,2,2016,4,0,1891,0.0021152829190904,0.0043770977096089,0.0492732399711982,0.0361240253097746
65,Lithuania,0,1,3,4,2016,5,0,1891,0.002644103648863,0.0669766287272552,0.0052196483707915,0.0155849666549311
66,Bulgaria,0,1,2,3,2016,4,0,1891,0.0021152829190904,0.0933639052482865,0.0060403658726689,-0.012116691
67,India,0,1,1,2,2016,3,0,1891,0.0015864621893178,0.0354053868167537,0.0374176492799498,0.0175643905294755
67,Mongolia,0,1,1,2,2016,3,0,1891,0.0015864621893178,0.0356543206119922,0.0040909768986558,0.038058462930323
69,Burundi,0,1,0,1,2016,2,0,1891,0.0010576414595452,0.0,0.0,0.0
69,Grenada,0,1,0,1,2016,2,0,1891,0.0010576414595452,0.0,0.0,0.0
69,Niger,0,1,0,1,2016,2,0,1891,0.0010576414595452,0.0,0.0,0.0
69,Philippines,0,1,0,1,2016,2,0,1891,0.0010576414595452,0.1125621440638615,0.0413774240570134,-0.04002275
69,Qatar,0,1,0,1,2016,2,0,1891,0.0010576414595452,0.1720240088980114,0.2662275765399336,-0.502723561
74,Norway,0,0,4,4,2016,4,0,1891,0.0021152829190904,0.0736612564982121,0.0268687394913607,-0.030603601
75,Egypt,0,0,3,3,2016,3,0,1891,0.0015864621893178,-0.011362303,0.0170307797201968,-0.019578094
75,Tunisia,0,0,3,3,2016,3,0,1891,0.0015864621893178,0.0654829717458007,-0.022690087,0.0501545173104222
77,Israel,0,0,2,2,2016,2,0,1891,0.0010576414595452,0.1299735674390288,0.0004732473582725,0.0856536644549932
78,Austria,0,0,1,1,2016,1,0,1891,0.0005288207297726,0.1426373113008584,-0.072329556,0.0240571260583699
78,Dominican Republic,0,0,1,1,2016,1,0,1891,0.0005288207297726,-0.001958229,0.0244336109896024,0.0942347767941562
78,Estonia,0,0,1,1,2016,1,0,1891,0.0005288207297726,0.0880598816225788,-0.056791081,0.029837845459897
78,Finland,0,0,1,1,2016,1,0,1891,0.0005288207297726,0.0687637573636961,0.0453412694394228,-0.030496104
78,Morocco,0,0,1,1,2016,1,0,1891,0.0005288207297726,0.0572735364001462,-0.004840799,0.0265370076612803
78,Nigeria,0,0,1,1,2016,1,0,1891,0.0005288207297726,0.0588066290734749,0.0090844331932762,0.0141666385594043
78,Portugal,0,0,1,1,2016,1,0,1891,0.0005288207297726,0.0502517307220905,0.0062580577956718,0.0442410827754413
78,Trinidad and Tobago,0,0,1,1,2016,1,0,1891,0.0005288207297726,0.0485508378565269,-0.0326002,0.0571114635394481
78,United Arab Emirates,0,0,1,1,2016,1,0,1891,0.0005288207297726,0.0,0.0,0.0
1,United States,39,41,33,113,2020,232,0,2098,0.1105815061963775,-0.018635704,-0.009878765,-0.005536997
2,China,38,32,19,89,2020,197,0,2098,0.0938989513822688,0.0349212185750656,-0.010283681,0.0244934903795986
3,Japan,27,14,17,58,2020,126,1,2098,0.0600571973307912,0.0308954330278842,0.0076793706983338,-0.020519968
4,Great Britain,22,20,22,64,2020,128,0,2098,0.0610104861773117,-0.06192036,-0.031880806,-0.009741821
5,ROC,20,28,23,71,2020,139,0,2098,0.0662535748331744,0.0,0.0,0.0
6,Australia,17,7,22,46,2020,87,0,2098,0.0414680648236415,0.0593783761803394,0.0105979239956092,-0.017491077
7,Netherlands,10,12,14,36,2020,68,0,2098,0.0324118207816968,0.0326027226637719,0.0182504912085674,-0.013945041
8,France,10,12,11,33,2020,65,0,2098,0.0309818875119161,-0.007371037,-0.005794931,-0.00930495
9,Germany,10,11,16,37,2020,68,0,2098,0.0324118207816968,0.0037464236304567,0.054508500406284,0.0294116358445334
10,Italy,10,10,20,40,2020,70,0,2098,0.0333651096282173,-0.028464728,0.000580383620461,0.0517707547535864
11,Canada,7,7,10,24,2020,45,0,2098,0.0214489990467111,0.0147731501056603,-0.004054787,0.0028425278416601
12,Brazil,7,6,8,21,2020,41,0,2098,0.0195424213536701,0.0474667852272042,0.0131828339023468,0.0570026670928254
13,New Zealand,7,6,7,20,2020,40,0,2098,0.0190657769304099,0.0991513404046973,-0.003886849,0.0097812651250406
14,Cuba,7,3,5,15,2020,32,0,2098,0.0152526215443279,0.1150892571363936,-0.012649172,-0.039939664
15,Hungary,6,7,7,20,2020,39,0,2098,0.0185891325071496,0.081822948682144,-0.015298107,0.0298869241525155
16,South Korea,6,4,10,20,2020,36,0,2098,0.0171591992373689,0.1299539397074564,-0.096731247,0.0460938076451412
17,Poland,4,5,5,14,2020,27,0,2098,0.0128693994280266,0.0960781072930106,-0.033445012,0.0298788401460767
18,Czech Republic,4,4,3,11,2020,23,0,2098,0.0109628217349857,-0.003407146,0.0993248221971498,0.0032549006544948
19,Kenya,4,4,2,10,2020,22,0,2098,0.0104861773117254,-0.020869328,-0.005983973,0.0143254487759907
20,Norway,4,2,2,8,2020,18,0,2098,0.0085795996186844,0.0736612564982121,0.0268687394913607,-0.030603601
21,Jamaica,4,1,4,9,2020,18,0,2098,0.0085795996186844,0.0855338332575038,-0.021296139,0.0019865870098395
22,Spain,3,8,6,17,2020,31,0,2098,0.0147759771210676,0.0523829915644519,-0.003431032,0.0516043365955357
23,Sweden,3,6,0,9,2020,21,0,2098,0.0100095328884652,0.0678301712724681,-0.015719948,0.0220085393768702
24,Switzerland,3,4,6,13,2020,23,0,2098,0.0109628217349857,0.0645047778662797,-0.042643872,0.0670263595359131
25,Denmark,3,4,4,11,2020,21,0,2098,0.0100095328884652,0.11215174873682,-0.059377711,0.0395365798657709
26,Croatia,3,3,2,8,2020,17,0,2098,0.0081029551954242,0.0534783003042977,-0.06571429,0.1750682572591144
27,Iran,3,2,2,7,2020,15,0,2098,0.0071496663489037,0.0238295166639712,0.0229610738475428,0.0439875021982788
28,Serbia,3,1,5,9,2020,16,0,2098,0.0076263107721639,0.0980461061497171,-0.019366898,0.0025679770717682
29,Belgium,3,1,3,7,2020,14,0,2098,0.0066730219256434,0.0999535450525768,-0.072116842,0.0394756734574606
30,Bulgaria,3,1,2,6,2020,13,0,2098,0.0061963775023832,0.0933639052482865,0.0060403658726689,-0.012116691
31,Slovenia,3,1,1,5,2020,12,0,2098,0.0057197330791229,-0.024357192,0.0722823555021518,0.0826776687515192
32,Uzbekistan,3,0,2,5,2020,11,0,2098,0.0052430886558627,0.0029466549259328,0.0885854596506894,0.0959767115380872
33,Georgia,2,5,1,8,2020,17,0,2098,0.0081029551954242,0.0827749923119967,0.0030194783867324,0.0262135489999911
34,Chinese Taipei,2,4,6,12,2020,20,0,2098,0.0095328884652049,0.0799537392253963,-0.067888814,0.1200063996829422
35,Turkey,2,2,9,13,2020,19,0,2098,0.0090562440419447,0.0348245838511438,0.0071872141261822,0.0390670382651637
36,Greece,2,1,1,4,2020,9,0,2098,0.0042897998093422,0.064844238365524,-0.031648542,-0.000569784
36,Uganda,2,1,1,4,2020,9,0,2098,0.0042897998093422,0.0952758899767234,-0.08244583,0.076982418418866
38,Ecuador,2,1,0,3,2020,8,0,2098,0.0038131553860819,0.0,0.0,0.0
39,Ireland,2,0,2,4,2020,8,0,2098,0.0038131553860819,0.0043770977096089,0.0492732399711982,0.0361240253097746
39,Israel,2,0,2,4,2020,8,0,2098,0.0038131553860819,0.1299735674390288,0.0004732473582725,0.0856536644549932
41,Qatar,2,0,1,3,2020,7,0,2098,0.0033365109628217,0.1720240088980114,0.2662275765399336,-0.502723561
42,Bahamas,2,0,0,2,2020,6,0,2098,0.0028598665395614,0.0588599123419141,-0.010917959,0.0616733057440297
42,Kosovo,2,0,0,2,2020,6,0,2098,0.0028598665395614,0.0,0.0,0.0
44,Ukraine,1,6,12,19,2020,27,0,2098,0.0128693994280266,0.1055313528667747,-0.081151223,0.0556947848215754
45,Belarus,1,3,3,7,2020,12,0,2098,0.0057197330791229,0.0961927242703584,0.0495922073693768,-0.054547977
46,Romania,1,3,0,4,2020,9,0,2098,0.0042897998093422,0.1381380069280918,-0.032482878,-0.008737718
46,Venezuela,1,3,0,4,2020,9,0,2098,0.0042897998093422,0.0982120652382588,-0.009936818,0.018882609597689
48,India,1,2,4,7,2020,11,0,2098,0.0052430886558627,0.0354053868167537,0.0374176492799498,0.0175643905294755
49,Hong Kong,1,2,3,6,2020,10,0,2098,0.0047664442326024,0.0274543972354062,0.1135252103022514,0.1865581838920528
50,Philippines,1,2,1,4,2020,8,0,2098,0.0038131553860819,0.1125621440638615,0.0413774240570134,-0.04002275
50,Slovakia,1,2,1,4,2020,8,0,2098,0.0038131553860819,0.0236150185204219,0.0284172266877504,0.0233445988852465
52,South Africa,1,2,0,3,2020,7,0,2098,0.0033365109628217,0.0097076475034568,-0.014002044,0.0208371289553415
53,Austria,1,1,5,7,2020,10,0,2098,0.0047664442326024,0.1426373113008584,-0.072329556,0.0240571260583699
54,Egypt,1,1,4,6,2020,9,0,2098,0.0042897998093422,-0.011362303,0.0170307797201968,-0.019578094
55,Indonesia,1,1,3,5,2020,8,0,2098,0.0038131553860819,0.0325525821731489,0.0679903256525186,-0.011363667
56,Ethiopia,1,1,2,4,2020,7,0,2098,0.0033365109628217,0.0501833073817357,0.0377994327773924,0.0065221512437059
56,Portugal,1,1,2,4,2020,7,0,2098,0.0033365109628217,0.0502517307220905,0.0062580577956718,0.0442410827754413
58,Tunisia,1,1,0,2,2020,5,0,2098,0.0023832221163012,0.0654829717458007,-0.022690087,0.0501545173104222
59,Estonia,1,0,1,2,2020,4,0,2098,0.0019065776930409,0.0880598816225788,-0.056791081,0.029837845459897
59,Fiji,1,0,1,2,2020,4,0,2098,0.0019065776930409,0.0,0.0,0.0
59,Latvia,1,0,1,2,2020,4,0,2098,0.0019065776930409,0.0795054125886066,-0.054190134,0.066111305588507
59,Thailand,1,0,1,2,2020,4,0,2098,0.0019065776930409,0.0754294831511271,0.0112659804556027,-0.044224613
63,Bermuda,1,0,0,1,2020,3,0,2098,0.0014299332697807,0.0,0.0,0.0
63,Morocco,1,0,0,1,2020,3,0,2098,0.0014299332697807,0.0572735364001462,-0.004840799,0.0265370076612803
63,Puerto Rico,1,0,0,1,2020,3,0,2098,0.0014299332697807,0.0333449017498307,0.0077939908203272,0.0451754467957053
66,Colombia,0,4,1,5,2020,9,0,2098,0.0042897998093422,0.1484936336468682,-0.135378614,0.1076244483216264
67,Azerbaijan,0,3,4,7,2020,10,0,2098,0.0047664442326024,0.0028537731498121,-0.170842115,0.2950248249394128
68,Dominican Republic,0,3,2,5,2020,8,0,2098,0.0038131553860819,-0.001958229,0.0244336109896024,0.0942347767941562
69,Armenia,0,2,2,4,2020,6,0,2098,0.0028598665395614,0.1132858890106865,0.0593082124242049,-0.098302284
70,Kyrgyzstan,0,2,1,3,2020,5,0,2098,0.0023832221163012,0.0,0.0,0.0
71,Mongolia,0,1,3,4,2020,5,0,2098,0.0023832221163012,0.0356543206119922,0.0040909768986558,0.038058462930323
72,Argentina,0,1,2,3,2020,4,0,2098,0.0019065776930409,0.0377932089641432,-0.009101754,0.0501999133209208
72,San Marino,0,1,2,3,2020,4,0,2098,0.0019065776930409,0.0,0.0,0.0
74,Jordan,0,1,1,2,2020,3,0,2098,0.0014299332697807,0.0,0.0,0.0
74,Malaysia,0,1,1,2,2020,3,0,2098,0.0014299332697807,-0.013200238,-0.073822421,0.3160609266471389
74,Nigeria,0,1,1,2,2020,3,0,2098,0.0014299332697807,0.0588066290734749,0.0090844331932762,0.0141666385594043
77,Bahrain,0,1,0,1,2020,2,0,2098,0.0009532888465204,0.0,0.0,0.0
77,Lithuania,0,1,0,1,2020,2,0,2098,0.0009532888465204,0.0669766287272552,0.0052196483707915,0.0155849666549311
77,Namibia,0,1,0,1,2020,2,0,2098,0.0009532888465204,0.0,0.0,0.0
77,North Macedonia,0,1,0,1,2020,2,0,2098,0.0009532888465204,0.0,0.0,0.0
77,Saudi Arabia,0,1,0,1,2020,2,0,2098,0.0009532888465204,0.0,0.0,0.0
77,Turkmenistan,0,1,0,1,2020,2,0,2098,0.0009532888465204,0.0,0.0,0.0
83,Kazakhstan,0,0,8,8,2020,8,0,2098,0.0038131553860819,-0.038340672,-0.170647365,-0.023989539
84,Mexico,0,0,4,4,2020,4,0,2098,0.0019065776930409,-0.036453767,-0.033701709,-0.026782985
85,Finland,0,0,2,2,2020,2,0,2098,0.0009532888465204,0.0687637573636961,0.0453412694394228,-0.030496104
86,Botswana,0,0,1,1,2020,1,0,2098,0.0004766444232602,0.0,0.0,0.0
86,Burkina Faso,0,0,1,1,2020,1,0,2098,0.0004766444232602,0.0,0.0,0.0
86,Ghana,0,0,1,1,2020,1,0,2098,0.0004766444232602,0.02241060568343,0.0350502596303638,0.0039971230831726
86,Grenada,0,0,1,1,2020,1,0,2098,0.0004766444232602,0.0,0.0,0.0
86,Ivory Coast,0,0,1,1,2020,1,0,2098,0.0004766444232602,0.0,0.0,0.0
86,Kuwait,0,0,1,1,2020,1,0,2098,0.0004766444232602,0.0,0.0,0.0
86,Moldova,0,0,1,1,2020,1,0,2098,0.0004766444232602,0.0564541662941908,-0.21467388,0.2043060991000954
86,Syria,0,0,1,1,2020,1,0,2098,0.0004766444232602,0.0,0.0,0.0
1,United States,40,44,42,126,2024,250,0,2022,0.1236399604352126,-0.018635704,-0.009878765,-0.005536997
2,China,40,27,24,91,2024,198,0,2022,0.0979228486646884,0.0349212185750656,-0.010283681,0.0244934903795986
3,Japan,20,12,13,45,2024,97,0,2022,0.0479723046488625,0.0308954330278842,0.0076793706983338,-0.020519968
4,Australia,18,19,16,53,2024,108,0,2022,0.0534124629080118,0.0593783761803394,0.0105979239956092,-0.017491077
5,France,16,26,22,64,2024,122,1,2022,0.0603363006923837,-0.007371037,-0.005794931,-0.00930495
6,Netherlands,15,7,12,34,2024,71,0,2022,0.0351137487636004,0.0326027226637719,0.0182504912085674,-0.013945041
7,Great Britain,14,22,29,65,2024,115,0,2022,0.0568743818001978,-0.06192036,-0.031880806,-0.009741821
8,South Korea,13,9,10,32,2024,67,0,2022,0.0331355093966369,0.1299539397074564,-0.096731247,0.0460938076451412
9,Italy,12,13,15,40,2024,77,0,2022,0.0380811078140455,-0.028464728,0.000580383620461,0.0517707547535864
10,Germany,12,13,8,33,2024,70,0,2022,0.0346191889218595,0.0037464236304567,0.054508500406284,0.0294116358445334
11,New Zealand,10,7,3,20,2024,47,0,2022,0.0232443125618199,0.0991513404046973,-0.003886849,0.0097812651250406
12,Canada,9,7,11,27,2024,52,0,2022,0.0257171117705242,0.0147731501056603,-0.004054787,0.0028425278416601
13,Uzbekistan,8,2,3,13,2024,31,0,2022,0.0153313550939663,0.0029466549259328,0.0885854596506894,0.0959767115380872
14,Hungary,6,7,6,19,2024,38,0,2022,0.0187932739861523,0.081822948682144,-0.015298107,0.0298869241525155
15,Spain,5,4,9,18,2024,32,0,2022,0.0158259149357072,0.0523829915644519,-0.003431032,0.0516043365955357
16,Sweden,4,4,3,11,2024,23,0,2022,0.0113748763600395,0.0678301712724681,-0.015719948,0.0220085393768702
17,Kenya,4,2,5,11,2024,21,0,2022,0.0103857566765578,-0.020869328,-0.005983973,0.0143254487759907
18,Norway,4,1,3,8,2024,17,0,2022,0.0084075173095944,0.0736612564982121,0.0268687394913607,-0.030603601
19,Ireland,4,0,3,7,2024,15,0,2022,0.0074183976261127,0.0043770977096089,0.0492732399711982,0.0361240253097746
20,Brazil,3,7,10,20,2024,33,0,2022,0.016320474777448,0.0474667852272042,0.0131828339023468,0.0570026670928254
21,Iran,3,6,3,12,2024,24,0,2022,0.0118694362017804,0.0238295166639712,0.0229610738475428,0.0439875021982788
22,Ukraine,3,5,4,12,2024,23,0,2022,0.0113748763600395,0.1055313528667747,-0.081151223,0.0556947848215754
23,Romania,3,4,2,9,2024,19,0,2022,0.0093966369930761,0.1381380069280918,-0.032482878,-0.008737718
24,Georgia,3,3,1,7,2024,16,0,2022,0.0079129574678536,0.0827749923119967,0.0030194783867324,0.0262135489999911
25,Belgium,3,1,6,10,2024,17,0,2022,0.0084075173095944,0.0999535450525768,-0.072116842,0.0394756734574606
26,Bulgaria,3,1,3,7,2024,14,0,2022,0.0069238377843719,0.0933639052482865,0.0060403658726689,-0.012116691
27,Serbia,3,1,1,5,2024,12,0,2022,0.0059347181008902,0.0980461061497171,-0.019366898,0.0025679770717682
28,Czech Republic,3,0,2,5,2024,11,0,2022,0.0054401582591493,-0.003407146,0.0993248221971498,0.0032549006544948
29,Denmark,2,2,5,9,2024,15,0,2022,0.0074183976261127,0.11215174873682,-0.059377711,0.0395365798657709
30,Azerbaijan,2,2,3,7,2024,13,0,2022,0.006429277942631,0.0028537731498121,-0.170842115,0.2950248249394128
30,Croatia,2,2,3,7,2024,13,0,2022,0.006429277942631,0.0534783003042977,-0.06571429,0.1750682572591144
32,Cuba,2,1,6,9,2024,14,0,2022,0.0069238377843719,0.1150892571363936,-0.012649172,-0.039939664
33,Bahrain,2,1,1,4,2024,9,0,2022,0.0044510385756676,0.0,0.0,0.0
34,Slovenia,2,1,0,3,2024,8,0,2022,0.0039564787339268,-0.024357192,0.0722823555021518,0.0826776687515192
35,Chinese Taipei,2,0,5,7,2024,11,0,2022,0.0054401582591493,0.0799537392253963,-0.067888814,0.1200063996829422
36,Austria,2,0,3,5,2024,9,0,2022,0.0044510385756676,0.1426373113008584,-0.072329556,0.0240571260583699
37,Hong Kong,2,0,2,4,2024,8,0,2022,0.0039564787339268,0.0274543972354062,0.1135252103022514,0.1865581838920528
37,Philippines,2,0,2,4,2024,8,0,2022,0.0039564787339268,0.1125621440638615,0.0413774240570134,-0.04002275
39,Algeria,2,0,1,3,2024,7,0,2022,0.0034619188921859,0.105674162807873,-0.062907429,0.0465656448550214
39,Indonesia,2,0,1,3,2024,7,0,2022,0.0034619188921859,0.0325525821731489,0.0679903256525186,-0.011363667
41,Israel,1,5,1,7,2024,14,0,2022,0.0069238377843719,0.1299735674390288,0.0004732473582725,0.0856536644549932
42,Poland,1,4,5,10,2024,16,0,2022,0.0079129574678536,0.0960781072930106,-0.033445012,0.0298788401460767
43,Kazakhstan,1,3,3,7,2024,12,0,2022,0.0059347181008902,-0.038340672,-0.170647365,-0.023989539
44,Jamaica,1,3,2,6,2024,11,0,2022,0.0054401582591493,0.0855338332575038,-0.021296139,0.0019865870098395
44,South Africa,1,3,2,6,2024,11,0,2022,0.0054401582591493,0.0097076475034568,-0.014002044,0.0208371289553415
44,Thailand,1,3,2,6,2024,11,0,2022,0.0054401582591493,0.0754294831511271,0.0112659804556027,-0.044224613
47,Ethiopia,1,3,0,4,2024,9,0,2022,0.0044510385756676,0.0501833073817357,0.0377994327773924,0.0065221512437059
48,Switzerland,1,2,5,8,2024,12,0,2022,0.0059347181008902,0.0645047778662797,-0.042643872,0.0670263595359131
49,Ecuador,1,2,2,5,2024,9,0,2022,0.0044510385756676,0.0,0.0,0.0
50,Portugal,1,2,1,4,2024,8,0,2022,0.0039564787339268,0.0502517307220905,0.0062580577956718,0.0442410827754413
51,Greece,1,1,6,8,2024,11,0,2022,0.0054401582591493,0.064844238365524,-0.031648542,-0.000569784
52,Argentina,1,1,1,3,2024,6,0,2022,0.0029673590504451,0.0377932089641432,-0.009101754,0.0501999133209208
52,Egypt,1,1,1,3,2024,6,0,2022,0.0029673590504451,-0.011362303,0.0170307797201968,-0.019578094
52,Tunisia,1,1,1,3,2024,6,0,2022,0.0029673590504451,0.0654829717458007,-0.022690087,0.0501545173104222
55,Botswana,1,1,0,2,2024,5,0,2022,0.0024727992087042,0.0,0.0,0.0
55,Chile,1,1,0,2,2024,5,0,2022,0.0024727992087042,0.0061582518953526,-0.003767427,0.0468435264192354
55,Saint Lucia,1,1,0,2,2024,5,0,2022,0.0024727992087042,0.0,0.0,0.0
55,Uganda,1,1,0,2,2024,5,0,2022,0.0024727992087042,0.0952758899767234,-0.08244583,0.076982418418866
59,Dominican Republic,1,0,2,3,2024,5,0,2022,0.0024727992087042,-0.001958229,0.0244336109896024,0.0942347767941562
60,Guatemala,1,0,1,2,2024,4,0,2022,0.0019782393669634,0.0,0.0,0.0
60,Morocco,1,0,1,2,2024,4,0,2022,0.0019782393669634,0.0572735364001462,-0.004840799,0.0265370076612803
62,Dominica,1,0,0,1,2024,3,0,2022,0.0014836795252225,0.0,0.0,0.0
62,Pakistan,1,0,0,1,2024,3,0,2022,0.0014836795252225,-0.044496238,0.0428995127110449,0.0556258349103398
64,Turkey,0,3,5,8,2024,11,0,2022,0.0054401582591493,0.0348245838511438,0.0071872141261822,0.0390670382651637
65,Mexico,0,3,2,5,2024,8,0,2022,0.0039564787339268,-0.036453767,-0.033701709,-0.026782985
66,Armenia,0,3,1,4,2024,7,0,2022,0.0034619188921859,0.1132858890106865,0.0593082124242049,-0.098302284
66,Colombia,0,3,1,4,2024,7,0,2022,0.0034619188921859,0.1484936336468682,-0.135378614,0.1076244483216264
68,Kyrgyzstan,0,2,4,6,2024,8,0,2022,0.0039564787339268,0.0,0.0,0.0
68,North Korea,0,2,4,6,2024,8,0,2022,0.0039564787339268,0.1003192821811706,-0.077190182,0.0701035846888015
70,Lithuania,0,2,2,4,2024,6,0,2022,0.0029673590504451,0.0669766287272552,0.0052196483707915,0.0155849666549311
71,India,0,1,5,6,2024,7,0,2022,0.0034619188921859,0.0354053868167537,0.0374176492799498,0.0175643905294755
72,Moldova,0,1,3,4,2024,5,0,2022,0.0024727992087042,0.0564541662941908,-0.21467388,0.2043060991000954
73,Kosovo,0,1,1,2,2024,3,0,2022,0.0014836795252225,0.0,0.0,0.0
74,Cyprus,0,1,0,1,2024,2,0,2022,0.0009891196834817,0.0,0.0,0.0
74,Fiji,0,1,0,1,2024,2,0,2022,0.0009891196834817,0.0,0.0,0.0
74,Jordan,0,1,0,1,2024,2,0,2022,0.0009891196834817,0.0,0.0,0.0
74,Mongolia,0,1,0,1,2024,2,0,2022,0.0009891196834817,0.0356543206119922,0.0040909768986558,0.038058462930323
74,Panama,0,1,0,1,2024,2,0,2022,0.0009891196834817,0.0,0.0,0.0
79,Tajikistan,0,0,3,3,2024,3,0,2022,0.0014836795252225,0.0,0.0,0.0
80,Albania,0,0,2,2,2024,2,0,2022,0.0009891196834817,0.0,0.0,0.0
80,Grenada,0,0,2,2,2024,2,0,2022,0.0009891196834817,0.0,0.0,0.0
80,Malaysia,0,0,2,2,2024,2,0,2022,0.0009891196834817,-0.013200238,-0.073822421,0.3160609266471389
80,Puerto Rico,0,0,2,2,2024,2,0,2022,0.0009891196834817,0.0333449017498307,0.0077939908203272,0.0451754467957053
84,Cabo Verde,0,0,1,1,2024,1,0,2022,0.0004945598417408,0.0,0.0,0.0
84,Ivory Coast,0,0,1,1,2024,1,0,2022,0.0004945598417408,0.0,0.0,0.0
84,Peru,0,0,1,1,2024,1,0,2022,0.0004945598417408,-0.000488819,-0.001099503,0.0350495765136951
84,Qatar,0,0,1,1,2024,1,0,2022,0.0004945598417408,0.1720240088980114,0.2662275765399336,-0.502723561
84,Refugee Olympic Team,0,0,1,1,2024,1,0,2022,0.0004945598417408,0.0,0.0,0.0
84,Singapore,0,0,1,1,2024,1,0,2022,0.0004945598417408,-0.029312439,0.0052517274344294,0.0842469383657985
84,Slovakia,0,0,1,1,2024,1,0,2022,0.0004945598417408,0.0236150185204219,0.0284172266877504,0.0233445988852465
84,Zambia,0,0,1,1,2024,1,0,2022,0.0004945598417408,0.0,0.0,0.0
