,Year,Total_Score,Rolling_Mean,Rolling_Std,Threshold,Performance_Spike,NOC,Sport,Host,Name,EventCount,PersonCount
5076,2020,0,0,0,0,FALSE,COL,Diving,0,3,2,3
5077,2024,0,0,0,0,FALSE,COL,Diving,0,3,2,3
5078,2020,0,,0,,FALSE,COL,Equestrian,0,1,1,1
5079,2024,0,0,0,0,FALSE,COL,Equestrian,0,1,1,1
5080,1988,0,,0,,FALSE,COL,Equestrianism,0,4,2,4
5081,1992,0,0,0,0,FALSE,COL,Equestrianism,0,3,2,3
5082,1996,0,0,0,0,FALSE,COL,Equestrianism,0,2,1,2
5083,2000,0,0,0,0,FALSE,COL,Equestrianism,0,1,1,1
5084,2004,0,0,0,0,FALSE,COL,Equestrianism,0,1,1,1
5085,2008,0,0,0,0,FALSE,COL,Equestrianism,0,1,1,1
5086,2012,0,0,0,0,FALSE,COL,Equestrianism,0,2,1,2
5087,2016,0,0,0,0,FALSE,COL,Equestrianism,0,2,1,2
5088,1948,0,,0,,FALSE,COL,Fencing,0,2,2,2
5089,1956,0,0,0,0,FALSE,COL,Fencing,0,6,5,6
5090,1960,0,0,0,0,FALSE,COL,Fencing,0,2,3,2
5091,1964,0,0,0,0,FALSE,COL,Fencing,0,5,5,5
5092,1988,0,0,0,0,FALSE,COL,Fencing,0,5,2,5
5093,1992,0,0,0,0,FALSE,COL,Fencing,0,2,1,2
5094,1996,0,0,0,0,FALSE,COL,Fencing,0,2,1,2
5095,2000,0,0,0,0,FALSE,COL,Fencing,0,2,2,2
5096,2004,0,0,0,0,FALSE,COL,Fencing,0,1,1,1
5097,2012,0,0,0,0,FALSE,COL,Fencing,0,1,1,1
5098,2016,0,0,0,0,FALSE,COL,Fencing,0,2,2,2
5099,2020,0,0,0,0,FALSE,COL,Fencing,0,1,1,1
5100,2024,0,0,0,0,FALSE,COL,Fencing,0,1,1,1
5101,1968,0,,0,,FALSE,COL,Football,0,17,1,17
5102,1972,0,0,0,0,FALSE,COL,Football,0,17,1,17
5103,1980,0,0,0,0,FALSE,COL,Football,0,17,1,17
5104,1992,0,0,0,0,FALSE,COL,Football,0,19,1,19
5105,2012,0,0,0,0,FALSE,COL,Football,0,17,1,17
5106,2016,0,0,0,0,FALSE,COL,Football,0,33,2,33
5107,2024,0,0,0,0,FALSE,COL,Football,0,19,1,19
5108,2016,0,,0,,FALSE,COL,Golf,0,1,1,1
5109,2020,0,0,0,0,FALSE,COL,Golf,0,2,2,2
5110,2024,0,0,0,0,FALSE,COL,Golf,0,3,2,3
5111,2004,0,,0,,FALSE,COL,Gymnastics,0,1,7,1
5112,2008,0,0,0,0,FALSE,COL,Gymnastics,0,2,10,2
5113,2012,0,0,0,0,FALSE,COL,Gymnastics,0,2,10,2
5114,2016,0,0,0,0,FALSE,COL,Gymnastics,0,2,10,2
5115,1988,0,,0,,FALSE,COL,Judo,0,3,3,3
5116,2004,0,0,0,0,FALSE,COL,Judo,0,3,3,3
5117,2008,0,0,0,0,FALSE,COL,Judo,0,2,2,2
5118,2012,1,0.25,0.5,1,FALSE,COL,Judo,0,2,2,2
5119,2016,2,0.6,0.8944271909999159,1.9416407864998737,TRUE,COL,Judo,0,2,2,2
5120,2020,0,0.6,0.8944271909999159,1.9416407864998737,FALSE,COL,Judo,0,1,1,1
5121,2024,0,0.6,0.8944271909999159,1.9416407864998737,FALSE,COL,Judo,0,1,1,1
5122,1976,0,,0,,FALSE,COL,Sailing,0,2,1,2
5123,2008,0,0,0,0,FALSE,COL,Sailing,0,1,1,1
5124,2012,0,0,0,0,FALSE,COL,Sailing,0,2,2,2
5125,2016,0,0,0,0,FALSE,COL,Sailing,0,1,1,1
5126,2024,0,0,0,0,FALSE,COL,Sailing,0,1,1,1
5127,1956,0,,0,,FALSE,COL,Shooting,0,3,4,3
5128,1960,0,0,0,0,FALSE,COL,Shooting,0,3,2,3
5129,1964,0,0,0,0,FALSE,COL,Shooting,0,1,1,1
5130,1972,2,0.5,1,2,FALSE,COL,Shooting,0,10,6,10
5131,1976,0,0.4,0.8944271909999159,1.741640786499874,FALSE,COL,Shooting,0,3,2,3
5132,1984,2,0.8,1.095445115010332,2.4431676725154983,FALSE,COL,Shooting,0,14,9,14
5133,1988,0,0.8,1.095445115010332,2.4431676725154983,FALSE,COL,Shooting,0,3,4,3
5134,1992,0,0.8,1.095445115010332,2.4431676725154983,FALSE,COL,Shooting,0,2,4,2
5135,1996,0,0.4,0.8944271909999159,1.741640786499874,FALSE,COL,Shooting,0,2,4,2
5136,2000,0,0.4,0.8944271909999159,1.741640786499874,FALSE,COL,Shooting,0,3,5,3
5137,2004,0,0,0,0,FALSE,COL,Shooting,0,3,4,3
5138,2008,0,0,0,0,FALSE,COL,Shooting,0,1,1,1
5139,2012,0,0,0,0,FALSE,COL,Shooting,0,1,1,1
5140,2016,0,0,0,0,FALSE,COL,Shooting,0,1,1,1
5141,2020,0,0,0,0,FALSE,COL,Shooting,0,1,1,1
5142,2020,0,,0,,FALSE,COL,Skateboarding,0,1,1,1
5143,2024,0,0,0,0,FALSE,COL,Skateboarding,0,1,1,1
5144,1948,0,,0,,FALSE,COL,Swimming,0,2,2,2
5145,1956,0,0,0,0,FALSE,COL,Swimming,0,3,3,3
5146,1964,0,0,0,0,FALSE,COL,Swimming,0,1,2,1
5147,1968,0,0,0,0,FALSE,COL,Swimming,0,9,19,9
5148,1972,0,0,0,0,FALSE,COL,Swimming,0,4,9,4
5149,1976,0,0,0,0,FALSE,COL,Swimming,0,5,10,5
5150,1980,0,0,0,0,FALSE,COL,Swimming,0,2,2,2
5151,1984,0,0,0,0,FALSE,COL,Swimming,0,1,3,1
5152,1988,0,0,0,0,FALSE,COL,Swimming,0,1,2,1
5153,1992,0,0,0,0,FALSE,COL,Swimming,0,1,4,1
5154,1996,0,0,0,0,FALSE,COL,Swimming,0,5,8,5
5155,2000,0,0,0,0,FALSE,COL,Swimming,0,5,8,5
5156,2004,0,0,0,0,FALSE,COL,Swimming,0,3,6,3
5157,2008,0,0,0,0,FALSE,COL,Swimming,0,5,12,5
5158,2012,0,0,0,0,FALSE,COL,Swimming,0,3,6,3
5159,2016,0,0,0,0,FALSE,COL,Swimming,0,4,5,4
5160,2020,0,0,0,0,FALSE,COL,Swimming,0,2,4,2
5161,2024,0,0,0,0,FALSE,COL,Swimming,0,2,2,2
5162,2008,0,,0,,FALSE,COL,Table Tennis,0,1,1,1
5163,2012,0,0,0,0,FALSE,COL,Table Tennis,0,1,1,1
5164,2016,0,0,0,0,FALSE,COL,Table Tennis,0,1,1,1
5165,2000,0,,0,,FALSE,COL,Taekwondo,0,1,1,1
5166,2004,0,0,0,0,FALSE,COL,Taekwondo,0,3,3,3
5167,2008,0,0,0,0,FALSE,COL,Taekwondo,0,2,2,2
5168,2012,1,0.25,0.5,1,FALSE,COL,Taekwondo,0,1,1,1
5169,2016,0,0.2,0.4472135954999579,0.870820393249937,FALSE,COL,Taekwondo,0,2,2,2
5170,2020,0,0.2,0.4472135954999579,0.870820393249937,FALSE,COL,Taekwondo,0,2,2,2
5171,2000,0,,0,,FALSE,COL,Tennis,0,2,2,2
5172,2004,0,0,0,0,FALSE,COL,Tennis,0,2,2,2
5173,2012,0,0,0,0,FALSE,COL,Tennis,0,4,3,4
5174,2016,0,0,0,0,FALSE,COL,Tennis,0,3,2,3
5175,2020,0,0,0,0,FALSE,COL,Tennis,0,4,3,4
5176,2024,0,0,0,0,FALSE,COL,Tennis,0,1,1,1
5177,2020,0,,0,,FALSE,COL,Trampoline Gymnastics,0,1,1,1
5178,2024,0,0,0,0,FALSE,COL,Trampoline Gymnastics,0,1,1,1
5179,2000,0,,0,,FALSE,COL,Triathlon,0,1,1,1
5180,2004,0,0,0,0,FALSE,COL,Triathlon,0,1,1,1
5181,2012,0,0,0,0,FALSE,COL,Triathlon,0,1,1,1
5182,2024,0,0,0,0,FALSE,COL,Triathlon,0,1,1,1
5183,1956,0,,0,,FALSE,COL,Weightlifting,0,2,2,2
5184,1960,0,0,0,0,FALSE,COL,Weightlifting,0,3,3,3
5185,1972,0,0,0,0,FALSE,COL,Weightlifting,0,2,2,2
5186,1976,0,0,0,0,FALSE,COL,Weightlifting,0,2,2,2
5187,1984,0,0,0,0,FALSE,COL,Weightlifting,0,5,4,5
5188,1988,0,0,0,0,FALSE,COL,Weightlifting,0,3,2,3
5189,1992,0,0,0,0,FALSE,COL,Weightlifting,0,4,3,4
5190,1996,0,0,0,0,FALSE,COL,Weightlifting,0,5,4,5
5191,2000,3,0.6,1.3416407864998738,2.6124611797498107,TRUE,COL,Weightlifting,0,3,3,3
5192,2004,1,0.8,1.3038404810405295,2.7557607215607947,FALSE,COL,Weightlifting,0,9,8,9
5193,2008,2,1.2,1.3038404810405295,3.1557607215607946,FALSE,COL,Weightlifting,0,10,7,10
5194,2012,2,1.6,1.1401754250991378,3.3102631376487066,FALSE,COL,Weightlifting,0,8,6,8
5195,2016,4,2.4,1.1401754250991378,4.110263137648706,FALSE,COL,Weightlifting,0,9,8,9
5196,2020,2,2.2,1.095445115010332,3.843167672515498,FALSE,COL,Weightlifting,0,3,3,3
5197,2024,4,2.8,1.095445115010332,4.443167672515498,FALSE,COL,Weightlifting,0,4,4,4
5198,1984,0,,0,,FALSE,COL,Wrestling,0,1,2,1
5199,1988,0,0,0,0,FALSE,COL,Wrestling,0,4,4,4
5200,1992,0,0,0,0,FALSE,COL,Wrestling,0,1,1,1
5201,1996,0,0,0,0,FALSE,COL,Wrestling,0,3,3,3
5202,2000,0,0,0,0,FALSE,COL,Wrestling,0,1,1,1
5203,2004,0,0,0,0,FALSE,COL,Wrestling,0,1,1,1
5204,2008,1,0.2,0.4472135954999579,0.870820393249937,TRUE,COL,Wrestling,0,3,3,3
5205,2012,1,0.4,0.5477225575051661,1.2215838362577491,FALSE,COL,Wrestling,0,3,3,3
5206,2016,0,0.4,0.5477225575051661,1.2215838362577491,FALSE,COL,Wrestling,0,5,5,5
5207,2020,0,0.4,0.5477225575051661,1.2215838362577491,FALSE,COL,Wrestling,0,3,3,3
5208,2024,1,0.6,0.5477225575051661,1.421583836257749,FALSE,COL,Wrestling,0,4,4,4
5209,1996,0,,0,,FALSE,COM,Athletics,0,4,4,4
5210,2000,0,0,0,0,FALSE,COM,Athletics,0,2,2,2
5211,2004,0,0,0,0,FALSE,COM,Athletics,0,2,2,2
5212,2008,0,0,0,0,FALSE,COM,Athletics,0,2,2,2
5213,2012,0,0,0,0,FALSE,COM,Athletics,0,2,2,2
5214,2016,0,0,0,0,FALSE,COM,Athletics,0,2,2,2
5215,2020,0,0,0,0,FALSE,COM,Athletics,0,2,2,2
5216,2024,0,0,0,0,FALSE,COM,Athletics,0,1,1,1
5217,2008,0,,0,,FALSE,COM,Swimming,0,1,1,1
5218,2012,0,0,0,0,FALSE,COM,Swimming,0,1,1,1
5219,2016,0,0,0,0,FALSE,COM,Swimming,0,2,2,2
5220,2024,0,0,0,0,FALSE,COM,Swimming,0,2,2,2
5221,1996,0,,0,,FALSE,CPV,Athletics,0,3,3,3
5222,2000,0,0,0,0,FALSE,CPV,Athletics,0,2,2,2
5223,2004,0,0,0,0,FALSE,CPV,Athletics,0,1,1,1
5224,2008,0,0,0,0,FALSE,CPV,Athletics,0,1,1,1
5225,2012,0,0,0,0,FALSE,CPV,Athletics,0,2,2,2
5226,2016,0,0,0,0,FALSE,CPV,Athletics,0,2,2,2
5227,2020,0,0,0,0,FALSE,CPV,Athletics,0,1,1,1
5228,2024,0,0,0,0,FALSE,CPV,Athletics,0,1,1,1
5229,2004,0,,0,,FALSE,CPV,Boxing,0,1,1,1
5230,2016,0,0,0,0,FALSE,CPV,Boxing,0,1,1,1
5231,2020,0,0,0,0,FALSE,CPV,Boxing,0,1,1,1
5232,2024,1,0.25,0.5,1,FALSE,CPV,Boxing,0,2,2,2
5233,2012,0,,0,,FALSE,CPV,Judo,0,1,1,1
5234,2020,0,0,0,0,FALSE,CPV,Judo,0,1,1,1
5235,2024,0,0,0,0,FALSE,CPV,Judo,0,1,1,1
5236,2004,0,,0,,FALSE,CPV,Rhythmic Gymnastics,0,1,1,1
5237,2008,0,0,0,0,FALSE,CPV,Rhythmic Gymnastics,0,1,1,1
5238,2016,0,0,0,0,FALSE,CPV,Rhythmic Gymnastics,0,1,1,1
5239,2020,0,0,0,0,FALSE,CPV,Rhythmic Gymnastics,0,1,1,1
5240,2020,0,,0,,FALSE,CPV,Swimming,0,2,2,2
5241,2024,0,0,0,0,FALSE,CPV,Swimming,0,2,2,2
5242,1976,0,,0,,FALSE,CRC,Archery,0,2,1,2
5243,1980,0,0,0,0,FALSE,CRC,Archery,0,2,1,2
5244,1992,0,0,0,0,FALSE,CRC,Archery,0,1,1,1
5245,1968,0,,0,,FALSE,CRC,Athletics,0,2,6,2
5246,1972,0,0,0,0,FALSE,CRC,Athletics,0,1,1,1
5247,1984,0,0,0,0,FALSE,CRC,Athletics,0,3,5,3
5248,1988,0,0,0,0,FALSE,CRC,Athletics,0,4,2,4
5249,1992,0,0,0,0,FALSE,CRC,Athletics,0,8,11,8
5250,1996,0,0,0,0,FALSE,CRC,Athletics,0,2,2,2
5251,2000,0,0,0,0,FALSE,CRC,Athletics,0,1,1,1
5252,2008,0,0,0,0,FALSE,CRC,Athletics,0,3,3,3
5253,2012,0,0,0,0,FALSE,CRC,Athletics,0,4,4,4
5254,2016,0,0,0,0,FALSE,CRC,Athletics,0,3,4,3
5255,2020,0,0,0,0,FALSE,CRC,Athletics,0,3,3,3
5256,2024,0,0,0,0,FALSE,CRC,Athletics,0,1,1,1
5257,1968,0,,0,,FALSE,CRC,Boxing,0,2,2,2
5258,1988,0,0,0,0,FALSE,CRC,Boxing,0,1,1,1
5259,1992,0,,0,,FALSE,CRC,Canoeing,0,4,2,4
5260,1996,0,0,0,0,FALSE,CRC,Canoeing,0,2,2,2
5261,1968,0,,0,,FALSE,CRC,Cycling,0,5,2,5
5262,1976,0,0,0,0,FALSE,CRC,Cycling,0,1,1,1
5263,1996,0,0,0,0,FALSE,CRC,Cycling,0,1,1,1
5264,2000,0,0,0,0,FALSE,CRC,Cycling,0,1,1,1
5265,2004,0,0,0,0,FALSE,CRC,Cycling,0,2,2,2
5266,2008,0,0,0,0,FALSE,CRC,Cycling,0,2,2,2
5267,2012,0,0,0,0,FALSE,CRC,Cycling,0,2,2,2
5268,2016,0,0,0,0,FALSE,CRC,Cycling,0,3,3,3
5269,2020,0,,0,,FALSE,CRC,Cycling Road,0,2,2,2
5270,2024,0,0,0,0,FALSE,CRC,Cycling Road,0,1,1,1
5271,1936,0,,0,,FALSE,CRC,Fencing,0,1,1,1
5272,1992,0,0,0,0,FALSE,CRC,Fencing,0,1,1,1
5273,1980,0,,0,,FALSE,CRC,Football,0,16,1,16
5274,1984,0,0,0,0,FALSE,CRC,Football,0,17,1,17
5275,2004,0,0,0,0,FALSE,CRC,Football,0,14,1,14
5276,1964,0,,0,,FALSE,CRC,Judo,0,2,1,2
5277,1972,0,0,0,0,FALSE,CRC,Judo,0,1,1,1
5278,1980,0,0,0,0,FALSE,CRC,Judo,0,3,3,3
5279,1984,0,0,0,0,FALSE,CRC,Judo,0,4,4,4
5280,1988,0,0,0,0,FALSE,CRC,Judo,0,1,1,1
5281,1996,0,0,0,0,FALSE,CRC,Judo,0,2,2,2
5282,2004,0,0,0,0,FALSE,CRC,Judo,0,1,1,1
5283,2012,0,0,0,0,FALSE,CRC,Judo,0,1,1,1
5284,2016,0,0,0,0,FALSE,CRC,Judo,0,1,1,1
5285,2020,0,0,0,0,FALSE,CRC,Judo,0,1,1,1
5286,2024,0,0,0,0,FALSE,CRC,Judo,0,1,1,1
5287,1968,0,,0,,FALSE,CRC,Shooting,0,5,4,5
5288,1972,0,0,0,0,FALSE,CRC,Shooting,0,1,2,1
5289,1976,0,0,0,0,FALSE,CRC,Shooting,0,1,2,1
5290,1980,0,0,0,0,FALSE,CRC,Shooting,0,6,5,6
5291,1984,0,0,0,0,FALSE,CRC,Shooting,0,3,3,3
5292,1988,0,0,0,0,FALSE,CRC,Shooting,0,1,1,1
5293,1992,0,0,0,0,FALSE,CRC,Shooting,0,1,1,1
5294,2004,0,0,0,0,FALSE,CRC,Shooting,0,1,1,1
5295,2020,0,,0,,FALSE,CRC,Surfing,0,3,2,3
5296,2024,0,0,0,0,FALSE,CRC,Surfing,0,1,1,1
5297,1968,0,,0,,FALSE,CRC,Swimming,0,1,1,1
5298,1976,0,0,0,0,FALSE,CRC,Swimming,0,1,5,1
5299,1980,0,0,0,0,FALSE,CRC,Swimming,0,2,8,2
5300,1984,0,0,0,0,FALSE,CRC,Swimming,0,1,3,1
5301,1988,2,0.4,0.8944271909999159,1.741640786499874,TRUE,CRC,Swimming,0,8,12,8
5302,1992,0,0.4,0.8944271909999159,1.741640786499874,FALSE,CRC,Swimming,0,1,2,1
5303,1996,3,1,1.4142135623730951,3.121320343559643,FALSE,CRC,Swimming,0,3,4,3
5304,2000,2,1.4,1.3416407864998738,3.4124611797498106,FALSE,CRC,Swimming,0,3,5,3
5305,2004,0,1.4,1.3416407864998738,3.4124611797498106,FALSE,CRC,Swimming,0,1,2,1
5306,2008,0,1,1.414213562373095,3.1213203435596424,FALSE,CRC,Swimming,0,2,2,2
5307,2012,0,1,1.414213562373095,3.1213203435596424,FALSE,CRC,Swimming,0,2,2,2
5308,2016,0,0.4,0.8944271909999157,1.7416407864998735,FALSE,CRC,Swimming,0,1,1,1
5309,2020,0,0,0,0,FALSE,CRC,Swimming,0,2,2,2
5310,2024,0,0,0,0,FALSE,CRC,Swimming,0,2,2,2
5311,2004,0,,0,,FALSE,CRC,Taekwondo,0,1,1,1
5312,2008,0,0,0,0,FALSE,CRC,Taekwondo,0,1,1,1
5313,2012,0,0,0,0,FALSE,CRC,Taekwondo,0,1,1,1
5314,2020,0,0,0,0,FALSE,CRC,Taekwondo,0,1,1,1
5315,2000,0,,0,,FALSE,CRC,Triathlon,0,1,1,1
5316,2012,0,0,0,0,FALSE,CRC,Triathlon,0,1,1,1
5317,2016,0,0,0,0,FALSE,CRC,Triathlon,0,1,1,1
5318,1968,0,,0,,FALSE,CRC,Weightlifting,0,3,3,3
5319,1988,0,0,0,0,FALSE,CRC,Weightlifting,0,1,1,1
5320,2020,2,,0,,FALSE,CRO,Artistic Gymnastics,0,2,3,2
5321,2024,0,1,1.4142135623730951,3.121320343559643,FALSE,CRO,Artistic Gymnastics,0,2,4,2
5322,1992,0,,0,,FALSE,CRO,Athletics,0,2,2,2
5323,1996,0,0,0,0,FALSE,CRO,Athletics,0,3,3,3
5324,2000,0,0,0,0,FALSE,CRO,Athletics,0,15,12,15
5325,2004,0,0,0,0,FALSE,CRO,Athletics,0,12,10,12
5326,2008,2,0.4,0.8944271909999159,1.741640786499874,TRUE,CRO,Athletics,0,10,9,10
5327,2012,3,1,1.4142135623730951,3.121320343559643,FALSE,CRO,Athletics,0,9,8,9
5328,2016,7,2.4,2.8809720581775866,6.721458087266379,TRUE,CRO,Athletics,0,10,7,10
5329,2020,0,2.4,2.8809720581775866,6.721458087266379,FALSE,CRO,Athletics,0,7,5,7
5330,2024,1,2.6,2.701851217221259,6.652776825831889,FALSE,CRO,Athletics,0,9,7,9
5331,1992,24,,0,,FALSE,CRO,Basketball,0,12,1,12
5332,1996,0,12,16.97056274847714,37.45584412271571,FALSE,CRO,Basketball,0,12,1,12
5333,2008,0,8,13.856406460551018,28.784609690826528,FALSE,CRO,Basketball,0,12,1,12
5334,2012,0,6,12,24,FALSE,CRO,Basketball,0,12,1,12
5335,2016,0,4.8,10.73312629199899,20.89968943799849,FALSE,CRO,Basketball,0,10,1,10
5336,1992,0,,0,,FALSE,CRO,Boxing,0,1,1,1
5337,1996,0,0,0,0,FALSE,CRO,Boxing,0,1,1,1
5338,2004,0,0,0,0,FALSE,CRO,Boxing,0,2,2,2
5339,2008,0,0,0,0,FALSE,CRO,Boxing,0,2,2,2
5340,2016,1,0.2,0.4472135954999579,0.870820393249937,TRUE,CRO,Boxing,0,2,2,2
5341,2020,0,0.2,0.4472135954999579,0.870820393249937,FALSE,CRO,Boxing,0,2,2,2
5342,2024,0,0.2,0.4472135954999579,0.870820393249937,FALSE,CRO,Boxing,0,1,1,1
5343,2020,0,,0,,FALSE,CRO,Canoe Slalom,0,1,1,1
5344,2024,0,0,0,0,FALSE,CRO,Canoe Slalom,0,1,2,1
5345,2020,0,,0,,FALSE,CRO,Canoe Sprint,0,2,3,2
5346,2024,0,0,0,0,FALSE,CRO,Canoe Sprint,0,1,1,1
5347,1992,0,,0,,FALSE,CRO,Canoeing,0,4,4,4
5348,1996,0,0,0,0,FALSE,CRO,Canoeing,0,4,6,4
5349,2000,0,0,0,0,FALSE,CRO,Canoeing,0,4,4,4
5350,2004,0,0,0,0,FALSE,CRO,Canoeing,0,3,4,3
5351,2008,0,0,0,0,FALSE,CRO,Canoeing,0,2,3,2
5352,2012,0,0,0,0,FALSE,CRO,Canoeing,0,1,1,1
5353,2008,0,,0,,FALSE,CRO,Cycling,0,3,2,3
5354,2012,0,0,0,0,FALSE,CRO,Cycling,0,2,1,2
5355,2016,0,0,0,0,FALSE,CRO,Cycling,0,2,1,2
5356,1992,0,,0,,FALSE,CRO,Equestrianism,0,1,1,1
5357,2004,0,0,0,0,FALSE,CRO,Equestrianism,0,1,1,1
5358,1996,0,,0,,FALSE,CRO,Gymnastics,0,1,7,1
5359,2008,2,1,1.4142135623730951,3.121320343559643,FALSE,CRO,Gymnastics,0,2,8,2
5360,2012,0,0.6666666666666666,1.1547005383792517,2.398717474235544,FALSE,CRO,Gymnastics,0,2,6,2
5361,2016,0,0.5,1,2,FALSE,CRO,Gymnastics,0,2,4,2
5362,1996,48,,0,,FALSE,CRO,Handball,0,16,1,16
5363,2004,45,46.5,2.1213203435596424,49.68198051533946,FALSE,CRO,Handball,0,15,1,15
5364,2008,0,31,26.888659319497503,71.33298897924625,FALSE,CRO,Handball,0,15,1,15
5365,2012,15,27,23.366642891095847,62.04996433664377,FALSE,CRO,Handball,0,29,2,29
5366,2016,0,21.6,23.564804263986577,56.94720639597987,FALSE,CRO,Handball,0,14,1,14
5367,2024,0,12,19.557607215607945,41.33641082341192,FALSE,CRO,Handball,0,14,1,14
5368,2012,0,,0,,FALSE,CRO,Judo,0,2,2,2
5369,2016,0,0,0,0,FALSE,CRO,Judo,0,1,1,1
5370,2020,0,0,0,0,FALSE,CRO,Judo,0,3,3,3
5371,2024,3,0.75,1.5,3,FALSE,CRO,Judo,0,3,3,3
5372,1992,0,,0,,FALSE,CRO,Rowing,0,7,2,7
5373,1996,0,0,0,0,FALSE,CRO,Rowing,0,8,3,8
5374,2000,9,3,5.196152422706632,10.794228634059948,TRUE,CRO,Rowing,0,13,3,13
5375,2004,4,3.25,4.272001872658765,9.658002808988147,FALSE,CRO,Rowing,0,6,2,6
5376,2008,0,2.6,3.9749213828703582,8.562382074305537,FALSE,CRO,Rowing,0,4,2,4
5377,2012,8,4.2,4.266145801540309,10.599218702310464,FALSE,CRO,Rowing,0,5,2,5
5378,2016,8,5.8,3.7682887362833535,11.452433104425031,FALSE,CRO,Rowing,0,3,2,3
5379,2020,7,5.4,3.435112807463533,10.5526692111953,FALSE,CRO,Rowing,0,3,2,3
5380,2024,6,5.8,3.3466401061363023,10.819960159204452,FALSE,CRO,Rowing,0,5,3,5
5381,1992,0,,0,,FALSE,CRO,Sailing,0,3,2,3
5382,1996,0,0,0,0,FALSE,CRO,Sailing,0,3,2,3
5383,2000,0,0,0,0,FALSE,CRO,Sailing,0,4,3,4
5384,2004,0,0,0,0,FALSE,CRO,Sailing,0,4,3,4
5385,2008,0,0,0,0,FALSE,CRO,Sailing,0,10,7,10
5386,2012,0,0,0,0,FALSE,CRO,Sailing,0,12,8,12
5387,2016,8,1.6,3.5777087639996634,6.966563145999496,TRUE,CRO,Sailing,0,8,6,8
5388,2020,2,2,3.4641016151377544,7.196152422706632,FALSE,CRO,Sailing,0,4,3,4
5389,2024,0,2,3.4641016151377544,7.196152422706632,FALSE,CRO,Sailing,0,6,5,6
5390,1992,0,,0,,FALSE,CRO,Shooting,0,4,5,4
5391,1996,0,0,0,0,FALSE,CRO,Shooting,0,4,6,4
5392,2000,0,0,0,0,FALSE,CRO,Shooting,0,2,3,2
5393,2004,0,0,0,0,FALSE,CRO,Shooting,0,1,2,1
5394,2008,1,0.2,0.4472135954999579,0.870820393249937,TRUE,CRO,Shooting,0,4,6,4
5395,2012,3,0.8,1.3038404810405295,2.7557607215607947,TRUE,CRO,Shooting,0,5,7,5
5396,2016,3,1.4,1.5165750888103102,3.6748626332154655,FALSE,CRO,Shooting,0,7,7,7
5397,2020,0,1.4,1.5165750888103102,3.6748626332154655,FALSE,CRO,Shooting,0,4,6,4
5398,2024,1,1.6,1.341640786499874,3.612461179749811,FALSE,CRO,Shooting,0,3,3,3
5399,1996,0,,0,,FALSE,CRO,Swimming,0,11,17,11
5400,2000,0,0,0,0,FALSE,CRO,Swimming,0,15,17,15
5401,2004,2,0.6666666666666666,1.1547005383792517,2.398717474235544,FALSE,CRO,Swimming,0,13,21,13
5402,2008,0,0.5,1,2,FALSE,CRO,Swimming,0,13,17,13
5403,2012,0,0.4,0.894427190999916,1.741640786499874,FALSE,CRO,Swimming,0,4,5,4
5404,2016,0,0.4,0.894427190999916,1.741640786499874,FALSE,CRO,Swimming,0,2,4,2
5405,2020,0,0.4,0.894427190999916,1.741640786499874,FALSE,CRO,Swimming,0,2,5,2
5406,2024,0,0,0,0,FALSE,CRO,Swimming,0,3,5,3
5407,1992,0,,0,,FALSE,CRO,Table Tennis,0,2,2,2
5408,1996,0,0,0,0,FALSE,CRO,Table Tennis,0,4,4,4
5409,2000,0,0,0,0,FALSE,CRO,Table Tennis,0,4,3,4
5410,2004,0,0,0,0,FALSE,CRO,Table Tennis,0,3,3,3
5411,2008,0,0,0,0,FALSE,CRO,Table Tennis,0,6,4,6
5412,2012,0,0,0,0,FALSE,CRO,Table Tennis,0,4,2,4
5413,2016,0,0,0,0,FALSE,CRO,Table Tennis,0,1,1,1
5414,2020,0,0,0,0,FALSE,CRO,Table Tennis,0,3,2,3
5415,2024,0,0,0,0,FALSE,CRO,Table Tennis,0,4,3,4
5416,2000,0,,0,,FALSE,CRO,Taekwondo,0,1,1,1
5417,2004,0,0,0,0,FALSE,CRO,Taekwondo,0,2,2,2
5418,2008,2,0.6666666666666666,1.1547005383792517,2.398717474235544,FALSE,CRO,Taekwondo,0,2,2,2
5419,2012,1,0.75,0.9574271077563382,2.186140661634507,FALSE,CRO,Taekwondo,0,2,2,2
5420,2016,0,0.6,0.8944271909999159,1.9416407864998737,FALSE,CRO,Taekwondo,0,3,3,3
5421,2020,4,1.4,1.6733200530681511,3.9099800796022266,TRUE,CRO,Taekwondo,0,4,4,4
5422,2024,1,1.6,1.5165750888103102,3.8748626332154656,FALSE,CRO,Taekwondo,0,3,3,3
5423,1992,3,,0,,FALSE,CRO,Tennis,0,2,2,2
5424,1996,0,1.5,2.1213203435596424,4.681980515339464,FALSE,CRO,Tennis,0,4,4,4
5425,2000,0,1,1.7320508075688772,3.598076211353316,FALSE,CRO,Tennis,0,5,4,5
5426,2004,2,1.25,1.5,3.5,FALSE,CRO,Tennis,0,5,4,5
5427,2008,0,1,1.4142135623730951,3.121320343559643,FALSE,CRO,Tennis,0,1,1,1
5428,2012,0,0.4,0.8944271909999159,1.741640786499874,FALSE,CRO,Tennis,0,2,2,2
5429,2016,0,0.4,0.8944271909999159,1.741640786499874,FALSE,CRO,Tennis,0,4,3,4
5430,2020,10,2.4,4.33589667773576,8.90384501660364,TRUE,CRO,Tennis,0,6,4,6
